Date,Company,Ticker,Open,High,Low,Close,Volume
2023-09-21,Reliance Industries,RELIANCE.NS,1173.33,1180.81,1165.94,1168.31,12226182
2023-09-22,Reliance Industries,RELIANCE.NS,1173.84,1177.03,1161.0,1163.44,19176786
2023-09-25,Reliance Industries,RELIANCE.NS,1161.2,1166.29,1153.64,1156.28,14254884
2023-09-26,Reliance Industries,RELIANCE.NS,1155.34,1161.1,1153.89,1157.29,10087782
2023-09-27,Reliance Industries,RELIANCE.NS,1157.79,1171.77,1155.32,1170.34,11722778
2023-09-28,Reliance Industries,RELIANCE.NS,1177.3,1177.3,1148.65,1153.14,14518346
2023-09-29,Reliance Industries,RELIANCE.NS,1156.95,1170.44,1153.14,1158.53,12342014
2023-10-03,Reliance Industries,RELIANCE.NS,1151.09,1153.89,1144.2,1145.26,8859056
2023-10-04,Reliance Industries,RELIANCE.NS,1140.74,1145.68,1133.88,1143.29,10286386
2023-10-05,Reliance Industries,RELIANCE.NS,1145.81,1150.82,1140.74,1143.26,10953682
2023-10-06,Reliance Industries,RELIANCE.NS,1144.72,1148.55,1142.25,1145.19,5431026
2023-10-09,Reliance Industries,RELIANCE.NS,1140.3,1142.2,1133.83,1135.43,7576878
2023-10-10,Reliance Industries,RELIANCE.NS,1139.53,1145.14,1138.15,1140.45,10236032
2023-10-11,Reliance Industries,RELIANCE.NS,1143.44,1160.85,1142.72,1158.55,9814118
2023-10-12,Reliance Industries,RELIANCE.NS,1157.96,1165.62,1155.14,1160.7,12554450
2023-10-13,Reliance Industries,RELIANCE.NS,1156.06,1164.7,1150.7,1160.65,10150316
2023-10-16,Reliance Industries,RELIANCE.NS,1158.53,1163.25,1154.08,1158.06,5929036
2023-10-17,Reliance Industries,RELIANCE.NS,1163.96,1165.79,1156.7,1163.59,7928180
2023-10-18,Reliance Industries,RELIANCE.NS,1163.59,1169.4,1146.67,1148.15,8918320
2023-10-19,Reliance Industries,RELIANCE.NS,1142.23,1147.07,1136.79,1139.34,12032556
2023-10-20,Reliance Industries,RELIANCE.NS,1136.3,1143.56,1134.47,1135.85,8913312
2023-10-23,Reliance Industries,RELIANCE.NS,1131.36,1139.38,1114.19,1118.12,7853962
2023-10-25,Reliance Industries,RELIANCE.NS,1111.62,1127.01,1108.14,1115.52,11620688
2023-10-26,Reliance Industries,RELIANCE.NS,1112.09,1115.55,1096.92,1099.98,15222534
2023-10-27,Reliance Industries,RELIANCE.NS,1106.65,1123.2,1104.65,1119.4,11771084
2023-10-30,Reliance Industries,RELIANCE.NS,1123.45,1148.65,1121.45,1142.47,16813304
2023-10-31,Reliance Industries,RELIANCE.NS,1150.13,1150.13,1127.85,1130.32,12808438
2023-11-01,Reliance Industries,RELIANCE.NS,1130.94,1144.94,1124.04,1135.01,10309190
2023-11-02,Reliance Industries,RELIANCE.NS,1143.19,1148.3,1140.22,1146.28,10562104
2023-11-03,Reliance Industries,RELIANCE.NS,1149.73,1153.56,1144.08,1146.03,8850156
2023-11-06,Reliance Industries,RELIANCE.NS,1152.25,1156.06,1148.94,1155.56,10647304
2023-11-07,Reliance Industries,RELIANCE.NS,1153.12,1155.61,1145.96,1148.06,6960204
2023-11-08,Reliance Industries,RELIANCE.NS,1152.11,1156.55,1147.04,1154.03,7884494
2023-11-09,Reliance Industries,RELIANCE.NS,1154.01,1154.03,1138.37,1141.51,14513610
2023-11-10,Reliance Industries,RELIANCE.NS,1139.04,1144.37,1135.33,1143.66,7734954
2023-11-13,Reliance Industries,RELIANCE.NS,1147.61,1148.45,1142.08,1143.51,3854810
2023-11-15,Reliance Industries,RELIANCE.NS,1156.06,1166.9,1149.64,1164.19,12220648
2023-11-16,Reliance Industries,RELIANCE.NS,1161.54,1172.93,1159.49,1166.29,13134910
2023-11-17,Reliance Industries,RELIANCE.NS,1162.43,1172.49,1162.01,1163.74,7758634
2023-11-20,Reliance Industries,RELIANCE.NS,1160.28,1165.15,1154.28,1160.68,4490186
2023-11-21,Reliance Industries,RELIANCE.NS,1168.9,1179.77,1166.04,1175.28,8214450
2023-11-22,Reliance Industries,RELIANCE.NS,1173.35,1182.96,1171.97,1179.87,8534814
2023-11-23,Reliance Industries,RELIANCE.NS,1179.87,1185.7,1179.87,1183.48,8531542
2023-11-24,Reliance Industries,RELIANCE.NS,1181.55,1186.99,1181.28,1182.69,6749486
2023-11-28,Reliance Industries,RELIANCE.NS,1182.69,1185.55,1173.47,1182.93,13792174
2023-11-29,Reliance Industries,RELIANCE.NS,1189.65,1191.61,1184.74,1186.05,12531306
2023-11-30,Reliance Industries,RELIANCE.NS,1183.08,1186.05,1170.83,1174.56,28439984
2023-12-01,Reliance Industries,RELIANCE.NS,1174.83,1183.92,1174.63,1182.89,14342842
2023-12-04,Reliance Industries,RELIANCE.NS,1210.4,1210.4,1185.01,1195.68,15590990
2023-12-05,Reliance Industries,RELIANCE.NS,1204.97,1205.88,1196.4,1204.35,12693624
2023-12-06,Reliance Industries,RELIANCE.NS,1208.97,1221.74,1202.99,1215.89,16422442
2023-12-07,Reliance Industries,RELIANCE.NS,1215.34,1215.81,1206.45,1213.89,8142096
2023-12-08,Reliance Industries,RELIANCE.NS,1217.25,1223.59,1207.93,1213.24,10204894
2023-12-11,Reliance Industries,RELIANCE.NS,1213.37,1219.1,1211.59,1215.02,7066138
2023-12-12,Reliance Industries,RELIANCE.NS,1215.34,1217.79,1195.66,1197.58,9197124
2023-12-13,Reliance Industries,RELIANCE.NS,1196.57,1204.65,1188.81,1202.47,10031182
2023-12-14,Reliance Industries,RELIANCE.NS,1212.38,1222.73,1206.77,1217.39,16972354
2023-12-15,Reliance Industries,RELIANCE.NS,1224.24,1235.11,1220.31,1232.93,15932152
2023-12-18,Reliance Industries,RELIANCE.NS,1232.93,1252.35,1230.63,1245.48,14165188
2023-12-19,Reliance Industries,RELIANCE.NS,1262.28,1271.62,1247.56,1263.81,16820604
2023-12-20,Reliance Industries,RELIANCE.NS,1270.21,1283.94,1244.99,1248.52,17736722
2023-12-21,Reliance Industries,RELIANCE.NS,1248.44,1271.42,1244.12,1266.01,13765454
2023-12-22,Reliance Industries,RELIANCE.NS,1264.55,1275.07,1258.65,1267.24,16541784
2023-12-26,Reliance Industries,RELIANCE.NS,1268.7,1280.53,1266.08,1273.67,7465664
2023-12-27,Reliance Industries,RELIANCE.NS,1275.62,1284.46,1271.22,1278.01,9204156
2023-12-28,Reliance Industries,RELIANCE.NS,1279.47,1290.44,1278.01,1287.25,12302636
2023-12-29,Reliance Industries,RELIANCE.NS,1289.99,1291.43,1274.28,1277.07,10864584
2024-01-01,Reliance Industries,RELIANCE.NS,1274.9,1287.89,1271.24,1279.69,4030540
2024-01-02,Reliance Industries,RELIANCE.NS,1277.1,1291.92,1271.17,1290.29,7448800
2024-01-03,Reliance Industries,RELIANCE.NS,1289.45,1301.31,1273.25,1276.26,9037536
2024-01-04,Reliance Industries,RELIANCE.NS,1278.58,1289.38,1274.18,1282.85,9612778
2024-01-05,Reliance Industries,RELIANCE.NS,1285.94,1294.32,1283.52,1288.31,8086406
2024-01-08,Reliance Industries,RELIANCE.NS,1289.45,1300.29,1269.17,1278.26,7734652
2024-01-09,Reliance Industries,RELIANCE.NS,1284.51,1287.87,1273.25,1274.88,5403074
2024-01-10,Reliance Industries,RELIANCE.NS,1273.15,1313.66,1272.18,1309.26,11102740
2024-01-11,Reliance Industries,RELIANCE.NS,1313.66,1346.27,1312.67,1343.7,23725852
2024-01-12,Reliance Industries,RELIANCE.NS,1343.7,1356.96,1329.71,1354.39,15012164
2024-01-15,Reliance Industries,RELIANCE.NS,1358.62,1379.81,1349.72,1377.51,8610594
2024-01-16,Reliance Industries,RELIANCE.NS,1373.41,1379.66,1354.17,1358.25,9069024
2024-01-17,Reliance Industries,RELIANCE.NS,1343.3,1369.76,1338.88,1345.35,12197382
2024-01-18,Reliance Industries,RELIANCE.NS,1335.3,1354.66,1335.15,1351.65,10279438
2024-01-19,Reliance Industries,RELIANCE.NS,1359.6,1359.6,1342.81,1351.16,10422704
2024-01-23,Reliance Industries,RELIANCE.NS,1355.4,1355.4,1306.79,1312.74,20055420
2024-01-24,Reliance Industries,RELIANCE.NS,1319.31,1333.42,1308.15,1327.86,21919128
2024-01-25,Reliance Industries,RELIANCE.NS,1326.95,1347.9,1319.29,1336.95,11808872
2024-01-29,Reliance Industries,RELIANCE.NS,1348.24,1435.19,1343.97,1430.8,23893438
2024-01-30,Reliance Industries,RELIANCE.NS,1442.55,1442.58,1387.69,1390.85,14093978
2024-01-31,Reliance Industries,RELIANCE.NS,1387.27,1417.16,1385.79,1409.63,15130226
2024-02-01,Reliance Industries,RELIANCE.NS,1417.9,1426.15,1401.15,1409.65,13349362
2024-02-02,Reliance Industries,RELIANCE.NS,1416.1,1457.33,1416.1,1440.33,19652588
2024-02-05,Reliance Industries,RELIANCE.NS,1443.34,1452.98,1414.47,1421.88,8814432
2024-02-06,Reliance Industries,RELIANCE.NS,1424.67,1424.67,1402.91,1410.79,9047984
2024-02-07,Reliance Industries,RELIANCE.NS,1418.82,1432.23,1412.22,1424.97,9296568
2024-02-08,Reliance Industries,RELIANCE.NS,1432.72,1442.08,1410.52,1432.85,14694634
2024-02-09,Reliance Industries,RELIANCE.NS,1436.67,1454.44,1433.66,1443.34,12556798
2024-02-12,Reliance Industries,RELIANCE.NS,1443.34,1443.59,1425.16,1435.04,6674430
2024-02-13,Reliance Industries,RELIANCE.NS,1438.16,1461.38,1436.67,1447.64,7715594
2024-02-14,Reliance Industries,RELIANCE.NS,1440.13,1465.97,1440.13,1463.72,7117888
2024-02-15,Reliance Industries,RELIANCE.NS,1465.67,1467.03,1449.05,1453.08,10006782
2024-02-16,Reliance Industries,RELIANCE.NS,1458.88,1459.4,1441.17,1443.17,9767498
2024-02-19,Reliance Industries,RELIANCE.NS,1444.63,1461.87,1436.21,1456.44,6729828
2024-02-20,Reliance Industries,RELIANCE.NS,1457.45,1457.92,1444.38,1453.5,7117496
2024-02-21,Reliance Industries,RELIANCE.NS,1456.44,1470.79,1440.18,1450.21,12720292
2024-02-22,Reliance Industries,RELIANCE.NS,1450.66,1467.26,1440.63,1464.09,18493728
2024-02-23,Reliance Industries,RELIANCE.NS,1471.75,1479.71,1465.68,1475.83,14438584
2024-02-26,Reliance Industries,RELIANCE.NS,1475.75,1476.72,1464.84,1469.6,7513106
2024-02-27,Reliance Industries,RELIANCE.NS,1465.35,1482.08,1460.44,1467.95,10826044
2024-02-28,Reliance Industries,RELIANCE.NS,1465.33,1473.51,1432.9,1438.28,8647950
2024-02-29,Reliance Industries,RELIANCE.NS,1447.54,1461.35,1437.19,1443.39,23628976
2024-03-01,Reliance Industries,RELIANCE.NS,1446.06,1482.13,1445.07,1474.35,12132926
2024-03-04,Reliance Industries,RELIANCE.NS,1472.72,1494.43,1469.5,1489.44,10024420
2024-03-05,Reliance Industries,RELIANCE.NS,1487.83,1489.44,1468.34,1482.32,7107668
2024-03-06,Reliance Industries,RELIANCE.NS,1475.65,1491.02,1460.88,1485.09,7805676
2024-03-07,Reliance Industries,RELIANCE.NS,1485.07,1485.19,1457.97,1461.3,8315726
2024-03-11,Reliance Industries,RELIANCE.NS,1471.26,1471.26,1446.06,1449.12,11277130
2024-03-12,Reliance Industries,RELIANCE.NS,1449.12,1470.27,1447.57,1457.84,9432678
2024-03-13,Reliance Industries,RELIANCE.NS,1462.14,1465.43,1410.76,1415.11,13522134
2024-03-14,Reliance Industries,RELIANCE.NS,1422.55,1431.27,1408.51,1414.42,18571102
2024-03-15,Reliance Industries,RELIANCE.NS,1408.96,1416.15,1396.06,1401.33,19223818
2024-03-18,Reliance Industries,RELIANCE.NS,1403.08,1424.55,1399.65,1422.32,9169392
2024-03-19,Reliance Industries,RELIANCE.NS,1411.73,1420.47,1400.36,1408.27,8275764
2024-03-20,Reliance Industries,RELIANCE.NS,1410.93,1427.78,1407.06,1426.55,8488806
2024-03-21,Reliance Industries,RELIANCE.NS,1435.22,1440.53,1427.46,1433.69,13006936
2024-03-22,Reliance Industries,RELIANCE.NS,1432.7,1442.6,1430.1,1437.69,19527608
2024-03-26,Reliance Industries,RELIANCE.NS,1427.78,1435.09,1421.85,1424.4,11415906
2024-03-27,Reliance Industries,RELIANCE.NS,1430.75,1482.13,1429.76,1475.06,16326644
2024-03-28,Reliance Industries,RELIANCE.NS,1475.09,1488.01,1461.03,1468.15,21854364
2024-04-01,Reliance Industries,RELIANCE.NS,1474.69,1476.17,1464.84,1467.08,5013880
2024-04-02,Reliance Industries,RELIANCE.NS,1466.32,1476.2,1457.42,1469.23,8910166
2024-04-03,Reliance Industries,RELIANCE.NS,1464.42,1466.76,1451.4,1454.07,7008292
2024-04-04,Reliance Industries,RELIANCE.NS,1462.12,1462.12,1432.72,1445.49,14490272
2024-04-05,Reliance Industries,RELIANCE.NS,1443.47,1453.27,1438.65,1442.7,7442298
2024-04-08,Reliance Industries,RELIANCE.NS,1445.54,1473.21,1443.59,1468.27,8357118
2024-04-09,Reliance Industries,RELIANCE.NS,1471.26,1472.05,1445.07,1446.21,7071414
2024-04-10,Reliance Industries,RELIANCE.NS,1448.88,1469.28,1448.88,1461.95,9138330
2024-04-12,Reliance Industries,RELIANCE.NS,1458.29,1468.76,1445.64,1449.67,15551012
2024-04-15,Reliance Industries,RELIANCE.NS,1443.59,1464.46,1429.09,1447.37,12902062
2024-04-16,Reliance Industries,RELIANCE.NS,1436.03,1453.65,1433.64,1448.28,9366184
2024-04-18,Reliance Industries,RELIANCE.NS,1446.06,1468.29,1441.96,1446.88,19005692
2024-04-19,Reliance Industries,RELIANCE.NS,1439.42,1456.44,1425.83,1452.61,15741778
2024-04-22,Reliance Industries,RELIANCE.NS,1454.9,1465.16,1450.31,1462.22,10350362
2024-04-23,Reliance Industries,RELIANCE.NS,1461.38,1475.7,1438.21,1441.94,14605554
2024-04-24,Reliance Industries,RELIANCE.NS,1446.06,1451.05,1432.23,1432.9,10462776
2024-04-25,Reliance Industries,RELIANCE.NS,1425.31,1450.48,1424.32,1442.58,15943926
2024-04-26,Reliance Industries,RELIANCE.NS,1446.51,1447.54,1432.72,1435.24,9413848
2024-04-29,Reliance Industries,RELIANCE.NS,1432.72,1450.41,1432.72,1447.57,7247974
2024-04-30,Reliance Industries,RELIANCE.NS,1450.51,1465.4,1445.44,1449.52,11474262
2024-05-02,Reliance Industries,RELIANCE.NS,1454.46,1459.72,1446.68,1449.08,14512646
2024-05-03,Reliance Industries,RELIANCE.NS,1453.47,1457.38,1399.28,1416.91,17226958
2024-05-06,Reliance Industries,RELIANCE.NS,1418.4,1422.84,1401.1,1402.61,7394208
2024-05-07,Reliance Industries,RELIANCE.NS,1399.1,1403.82,1375.41,1384.78,14517472
2024-05-08,Reliance Industries,RELIANCE.NS,1380.85,1415.88,1380.85,1401.65,9439002
2024-05-09,Reliance Industries,RELIANCE.NS,1396.16,1406.79,1373.44,1377.51,11009612
2024-05-10,Reliance Industries,RELIANCE.NS,1380.11,1393.2,1371.54,1390.65,10505096
2024-05-13,Reliance Industries,RELIANCE.NS,1383.22,1390.21,1367.51,1385.99,8456620
2024-05-14,Reliance Industries,RELIANCE.NS,1384.28,1410.07,1383.34,1403.15,7188300
2024-05-15,Reliance Industries,RELIANCE.NS,1403.57,1412.94,1396.19,1399.4,5046534
2024-05-16,Reliance Industries,RELIANCE.NS,1401.65,1410.49,1381.37,1408.37,14711774
2024-05-17,Reliance Industries,RELIANCE.NS,1406.09,1420.08,1396.41,1418.59,10916476
2024-05-21,Reliance Industries,RELIANCE.NS,1408.61,1424.64,1408.61,1419.01,11176128
2024-05-22,Reliance Industries,RELIANCE.NS,1419.16,1451.27,1419.16,1443.25,10281604
2024-05-23,Reliance Industries,RELIANCE.NS,1441.17,1474.44,1437.66,1468.34,14608260
2024-05-24,Reliance Industries,RELIANCE.NS,1465.95,1470.76,1458.51,1462.61,7094776
2024-05-27,Reliance Industries,RELIANCE.NS,1462.59,1467.21,1444.13,1448.78,6629010
2024-05-28,Reliance Industries,RELIANCE.NS,1450.51,1460.88,1435.44,1438.85,7820162
2024-05-29,Reliance Industries,RELIANCE.NS,1429.26,1440.63,1421.31,1423.61,7383556
2024-05-30,Reliance Industries,RELIANCE.NS,1418.4,1423.24,1403.18,1407.87,13206858
2024-05-31,Reliance Industries,RELIANCE.NS,1414.25,1425.06,1405.3,1413.36,31069832
2024-06-03,Reliance Industries,RELIANCE.NS,1465.33,1496.45,1441.62,1492.33,21527942
2024-06-04,Reliance Industries,RELIANCE.NS,1480.2,1480.2,1343.1,1380.63,36709098
2024-06-05,Reliance Industries,RELIANCE.NS,1405.06,1414.1,1367.61,1403.82,17464890
2024-06-06,Reliance Industries,RELIANCE.NS,1417.9,1426.5,1404.41,1414.54,17855722
2024-06-07,Reliance Industries,RELIANCE.NS,1411.48,1454.46,1409.5,1452.43,18558696
2024-06-10,Reliance Industries,RELIANCE.NS,1452.43,1475.56,1450.58,1453.87,9251760
2024-06-11,Reliance Industries,RELIANCE.NS,1451.5,1456.12,1437.34,1439.32,11774902
2024-06-12,Reliance Industries,RELIANCE.NS,1440.13,1458.41,1437.84,1445.89,10081742
2024-06-13,Reliance Industries,RELIANCE.NS,1454.46,1454.71,1442.7,1447.79,9181160
2024-06-14,Reliance Industries,RELIANCE.NS,1452.48,1462.04,1439.86,1459.94,8157998
2024-06-18,Reliance Industries,RELIANCE.NS,1469.63,1469.68,1453.82,1463.38,7196766
2024-06-19,Reliance Industries,RELIANCE.NS,1469.78,1469.78,1438.65,1441.27,8725874
2024-06-20,Reliance Industries,RELIANCE.NS,1441.62,1465.18,1432.82,1456.14,16113776
2024-06-21,Reliance Industries,RELIANCE.NS,1456.07,1457.13,1423.41,1436.87,31170360
2024-06-24,Reliance Industries,RELIANCE.NS,1428.3,1432.23,1420.37,1424.3,8878386
2024-06-25,Reliance Industries,RELIANCE.NS,1425.81,1438.58,1423.83,1436.82,7045386
2024-06-26,Reliance Industries,RELIANCE.NS,1428.82,1500.88,1427.91,1495.98,22014882
2024-06-27,Reliance Industries,RELIANCE.NS,1495.71,1519.18,1488.06,1512.31,28383030
2024-06-28,Reliance Industries,RELIANCE.NS,1512.78,1562.16,1512.78,1546.75,28957336
2024-07-01,Reliance Industries,RELIANCE.NS,1543.91,1560.58,1537.14,1541.56,7724306
2024-07-02,Reliance Industries,RELIANCE.NS,1550.8,1554.75,1538.45,1546.53,7749246
2024-07-03,Reliance Industries,RELIANCE.NS,1547.66,1556.23,1524.39,1533.93,9049620
2024-07-04,Reliance Industries,RELIANCE.NS,1538.45,1548.82,1532.32,1535.51,6837176
2024-07-05,Reliance Industries,RELIANCE.NS,1535.31,1579.45,1529.55,1569.7,12269710
2024-07-08,Reliance Industries,RELIANCE.NS,1570.07,1589.63,1563.67,1581.82,9500806
2024-07-09,Reliance Industries,RELIANCE.NS,1578.56,1581.43,1561.67,1571.33,6960002
2024-07-10,Reliance Industries,RELIANCE.NS,1575.99,1578.46,1544.52,1565.35,7134578
2024-07-11,Reliance Industries,RELIANCE.NS,1568.58,1585.13,1551.79,1561.82,11940946
2024-07-12,Reliance Industries,RELIANCE.NS,1565.62,1586.02,1555.74,1577.7,12924784
2024-07-15,Reliance Industries,RELIANCE.NS,1585.33,1586.72,1566.61,1578.19,5329688
2024-07-16,Reliance Industries,RELIANCE.NS,1574.51,1580.94,1550.43,1557.47,9386838
2024-07-18,Reliance Industries,RELIANCE.NS,1557.22,1574.91,1539.26,1567.77,12298374
2024-07-19,Reliance Industries,RELIANCE.NS,1567.1,1571.03,1534.3,1536.62,13140390
2024-07-22,Reliance Industries,RELIANCE.NS,1518.93,1519.18,1481.41,1482.79,19674376
2024-07-23,Reliance Industries,RELIANCE.NS,1483.11,1487.81,1445.57,1470.17,18052044
2024-07-24,Reliance Industries,RELIANCE.NS,1467.31,1491.51,1458.81,1477.88,11913362
2024-07-25,Reliance Industries,RELIANCE.NS,1463.35,1482.6,1459.47,1474.62,12519876
2024-07-26,Reliance Industries,RELIANCE.NS,1474.62,1494.4,1472.59,1491.04,9859940
2024-07-29,Reliance Industries,RELIANCE.NS,1493.93,1509.3,1493.76,1501.99,7538550
2024-07-30,Reliance Industries,RELIANCE.NS,1498.95,1506.83,1492.01,1495.12,8228208
2024-07-31,Reliance Industries,RELIANCE.NS,1486.08,1492.45,1483.26,1487.49,10057346
2024-08-01,Reliance Industries,RELIANCE.NS,1493.98,1499.91,1486.38,1497.24,10764222
2024-08-02,Reliance Industries,RELIANCE.NS,1487.07,1491.34,1475.48,1481.46,10268248
2024-08-05,Reliance Industries,RELIANCE.NS,1462.36,1466.22,1416.17,1430.08,17046704
2024-08-06,Reliance Industries,RELIANCE.NS,1437.81,1459.89,1434.03,1438.7,10236186
2024-08-07,Reliance Industries,RELIANCE.NS,1451.5,1454.95,1444.09,1447.37,8174568
2024-08-08,Reliance Industries,RELIANCE.NS,1440.16,1447.54,1428.7,1431.86,12387192
2024-08-09,Reliance Industries,RELIANCE.NS,1442.6,1458.91,1438.65,1456.73,6249776
2024-08-12,Reliance Industries,RELIANCE.NS,1452.48,1455.45,1440.38,1443.22,8184584
2024-08-13,Reliance Industries,RELIANCE.NS,1443.34,1452.56,1440.63,1446.19,6265064
2024-08-14,Reliance Industries,RELIANCE.NS,1446.11,1454.46,1436.38,1444.43,6267466
2024-08-16,Reliance Industries,RELIANCE.NS,1451.15,1462.76,1440.68,1460.59,9416902
2024-08-19,Reliance Industries,RELIANCE.NS,1469.81,1485.47,1467.82,1475.66,13797742
2024-08-20,Reliance Industries,RELIANCE.NS,1484.41,1491.05,1477.27,1483.14,8411808
2024-08-21,Reliance Industries,RELIANCE.NS,1480.46,1494.96,1477.24,1485.84,7769996
2024-08-22,Reliance Industries,RELIANCE.NS,1490.13,1493.6,1477.89,1485.3,10445782
