Date,Company,Ticker,Open,High,Low,Close,Volume
2025-02-25,TCS,TCS.NS,3457.03,3488.5,3453.46,3461.37,4101954
2025-02-27,TCS,TCS.NS,3444.35,3469.43,3433.86,3445.16,3823856
2025-02-28,TCS,TCS.NS,3418.84,3433.19,3296.82,3321.85,7085018
2025-03-03,TCS,TCS.NS,3323.52,3360.0,3315.08,3331.2,4990439
2025-03-04,TCS,TCS.NS,3313.03,3386.46,3303.78,3368.39,2797737
2025-03-05,TCS,TCS.NS,3357.71,3433.53,3357.71,3382.7,2501894
2025-03-06,TCS,TCS.NS,3392.18,3442.2,3372.25,3434.72,2786513
2025-03-07,TCS,TCS.NS,3433.19,3457.03,3408.78,3443.87,2051315
2025-03-10,TCS,TCS.NS,3439.39,3454.27,3416.6,3423.32,1004626
2025-03-11,TCS,TCS.NS,3393.14,3422.46,3373.73,3409.64,1995450
2025-03-12,TCS,TCS.NS,3399.81,3403.87,3325.29,3343.74,3174167
2025-03-13,TCS,TCS.NS,3340.02,3361.0,3322.66,3348.36,1693004
2025-03-17,TCS,TCS.NS,3327.34,3366.86,3316.23,3335.63,2690906
2025-03-18,TCS,TCS.NS,3335.63,3335.63,3335.63,3335.63,0
2025-03-19,TCS,TCS.NS,3382.65,3382.65,3302.3,3335.06,3051244
2025-03-20,TCS,TCS.NS,3349.27,3413.12,3349.27,3398.05,2845192
2025-03-21,TCS,TCS.NS,3313.98,3448.69,3304.45,3412.31,4161925
2025-03-24,TCS,TCS.NS,3433.19,3480.64,3401.34,3460.8,1834751
2025-03-25,TCS,TCS.NS,3476.11,3538.1,3469.43,3488.27,3135390
2025-03-26,TCS,TCS.NS,3478.73,3509.96,3457.84,3467.33,1734499
2025-03-27,TCS,TCS.NS,3447.35,3493.27,3443.21,3482.02,2528474
2025-03-28,TCS,TCS.NS,3481.83,3491.32,3425.47,3439.06,2051919
2025-04-01,TCS,TCS.NS,3407.16,3417.93,3361.67,3386.27,2618493
2025-04-02,TCS,TCS.NS,3379.79,3398.96,3366.48,3379.74,1764313
2025-04-03,TCS,TCS.NS,3329.24,3339.73,3238.79,3245.46,4537821
2025-04-04,TCS,TCS.NS,3206.79,3242.13,3142.8,3146.52,5317367
2025-04-07,TCS,TCS.NS,2956.36,3138.89,2914.45,3122.35,6623955
2025-04-08,TCS,TCS.NS,3149.05,3193.82,3104.46,3140.37,5557558
2025-04-09,TCS,TCS.NS,3109.47,3118.48,3063.22,3096.17,2990265
2025-04-11,TCS,TCS.NS,3137.13,3146.09,3057.45,3081.77,7108961
2025-04-15,TCS,TCS.NS,3160.83,3160.83,3088.54,3097.69,3512160
2025-04-16,TCS,TCS.NS,3097.69,3126.21,3079.38,3122.11,2384391
2025-04-17,TCS,TCS.NS,3095.12,3150.53,3068.89,3146.04,2932346
2025-04-21,TCS,TCS.NS,3137.65,3198.59,3131.93,3167.69,2432946
2025-04-22,TCS,TCS.NS,3168.65,3179.42,3142.32,3160.83,2710498
2025-04-23,TCS,TCS.NS,3209.08,3262.39,3182.66,3254.86,3543923
2025-04-24,TCS,TCS.NS,3243.51,3254.38,3230.73,3243.99,2252175
2025-04-25,TCS,TCS.NS,3261.53,3316.65,3247.23,3288.24,2742991
2025-04-28,TCS,TCS.NS,3275.84,3297.58,3247.23,3283.94,1593296
2025-04-29,TCS,TCS.NS,3294.91,3333.06,3271.45,3311.6,1578332
2025-04-30,TCS,TCS.NS,3311.12,3347.27,3210.03,3293.67,2809332
2025-05-02,TCS,TCS.NS,3311.12,3329.72,3261.53,3272.02,1721761
2025-05-05,TCS,TCS.NS,3290.14,3342.12,3286.71,3294.24,1284443
2025-05-06,TCS,TCS.NS,3299.68,3312.08,3277.75,3299.68,1324763
2025-05-07,TCS,TCS.NS,3262.1,3299.2,3262.1,3285.47,1477128
2025-05-08,TCS,TCS.NS,3288.24,3315.89,3269.83,3289.09,2543591
2025-05-09,TCS,TCS.NS,3241.51,3286.52,3240.65,3280.89,2531757
2025-05-12,TCS,TCS.NS,3342.59,3462.28,3339.92,3452.65,2228678
2025-05-13,TCS,TCS.NS,3452.65,3455.13,3347.84,3352.13,3062887
2025-05-14,TCS,TCS.NS,3357.85,3396.0,3346.03,3384.27,2119499
2025-05-15,TCS,TCS.NS,3398.86,3433.19,3351.27,3414.02,3548330
2025-05-16,TCS,TCS.NS,3427.37,3427.37,3381.79,3396.29,1666727
2025-05-19,TCS,TCS.NS,3385.51,3385.51,3341.35,3355.75,2537377
2025-05-20,TCS,TCS.NS,3368.15,3393.14,3332.1,3336.2,2038374
2025-05-21,TCS,TCS.NS,3345.45,3373.11,3336.2,3362.43,1440153
2025-05-22,TCS,TCS.NS,3333.06,3335.73,3291.38,3315.89,2034383
2025-05-23,TCS,TCS.NS,3315.89,3371.2,3305.02,3351.75,1274331
2025-05-26,TCS,TCS.NS,3357.85,3380.74,3347.46,3373.4,967470
2025-05-27,TCS,TCS.NS,3368.34,3375.97,3321.71,3336.59,2467680
2025-05-28,TCS,TCS.NS,3356.9,3365.48,3331.15,3335.63,1222933
2025-05-29,TCS,TCS.NS,3342.31,3368.82,3324.95,3336.01,3188072
2025-05-30,TCS,TCS.NS,3328.29,3344.22,3293.1,3302.92,3404365
2025-06-02,TCS,TCS.NS,3290.14,3299.68,3260.2,3289.95,1877585
2025-06-03,TCS,TCS.NS,3286.33,3312.55,3242.94,3247.42,2848125
2025-06-04,TCS,TCS.NS,3260.7,3266.28,3242.42,3252.9,2544807
2025-06-05,TCS,TCS.NS,3279.94,3279.94,3236.35,3243.47,3584683
2025-06-06,TCS,TCS.NS,3243.47,3262.52,3231.54,3256.08,2070390
2025-06-09,TCS,TCS.NS,3271.28,3303.99,3262.52,3292.35,1718678
2025-06-10,TCS,TCS.NS,3309.76,3353.83,3293.6,3331.8,2419874
2025-06-11,TCS,TCS.NS,3338.63,3356.91,3318.52,3340.46,2847013
2025-06-12,TCS,TCS.NS,3340.46,3343.15,3293.6,3304.18,4060134
2025-06-13,TCS,TCS.NS,3264.74,3319.87,3264.74,3315.25,2178493
2025-06-16,TCS,TCS.NS,3309.77,3376.15,3296.49,3363.93,1934088
2025-06-17,TCS,TCS.NS,3377.11,3386.74,3356.04,3382.21,2111940
2025-06-18,TCS,TCS.NS,3385.87,3404.05,3312.75,3320.73,2696327
2025-06-19,TCS,TCS.NS,3319.39,3320.35,3283.79,3294.37,2672768
2025-06-20,TCS,TCS.NS,3295.33,3315.83,3281.77,3305.63,2351248
2025-06-23,TCS,TCS.NS,3285.71,3295.33,3242.42,3265.12,3123421
2025-06-24,TCS,TCS.NS,3304.57,3311.79,3253.96,3262.04,3403048
2025-06-25,TCS,TCS.NS,3278.3,3319.39,3271.28,3314.38,1757699
2025-06-26,TCS,TCS.NS,3314.38,3320.73,3286.0,3311.5,2879106
2025-06-27,TCS,TCS.NS,3324.2,3335.17,3301.11,3310.82,1778433
2025-06-30,TCS,TCS.NS,3309.67,3333.72,3300.14,3330.93,1468351
2025-07-01,TCS,TCS.NS,3324.2,3353.06,3284.27,3299.85,2375183
2025-07-02,TCS,TCS.NS,3355.18,3357.78,3290.52,3293.7,3090585
2025-07-03,TCS,TCS.NS,3300.14,3305.24,3268.97,3272.05,2531870
2025-07-04,TCS,TCS.NS,3278.98,3297.26,3261.75,3290.33,1109320
2025-07-07,TCS,TCS.NS,3288.89,3296.39,3279.36,3282.54,1639174
2025-07-08,TCS,TCS.NS,3276.09,3295.33,3264.93,3277.24,2325242
2025-07-09,TCS,TCS.NS,3280.9,3284.75,3239.53,3255.69,2034938
2025-07-10,TCS,TCS.NS,3252.04,3270.32,3228.95,3253.96,3035012
2025-07-11,TCS,TCS.NS,3174.97,3208.74,3137.64,3142.35,7635550
2025-07-14,TCS,TCS.NS,3142.35,3148.13,3078.85,3100.69,3924009
2025-07-15,TCS,TCS.NS,3084.62,3136.0,3084.62,3129.17,2590889
2025-07-16,TCS,TCS.NS,3115.37,3132.65,3109.19,3121.25,2540733
2025-07-17,TCS,TCS.NS,3112.57,3129.85,3093.26,3098.18,2947640
2025-07-18,TCS,TCS.NS,3113.43,3117.1,3076.75,3079.55,3432645
2025-07-21,TCS,TCS.NS,3079.65,3086.98,3042.96,3048.95,3844346
2025-07-22,TCS,TCS.NS,3050.3,3070.09,3045.47,3050.3,3198036
2025-07-23,TCS,TCS.NS,3050.3,3071.92,3048.37,3069.12,1922875
2025-07-24,TCS,TCS.NS,3055.61,3063.91,3031.38,3039.1,2934778
2025-07-25,TCS,TCS.NS,3031.38,3047.69,3017.47,3027.32,2568917
2025-07-28,TCS,TCS.NS,3002.41,3010.14,2963.7,2972.78,3374473
2025-07-29,TCS,TCS.NS,2954.14,2967.66,2935.99,2950.28,4785312
2025-07-30,TCS,TCS.NS,2954.14,2962.83,2941.79,2947.96,2880121
2025-07-31,TCS,TCS.NS,2936.48,2953.95,2910.7,2931.75,2968371
2025-08-01,TCS,TCS.NS,2925.08,2931.75,2896.22,2899.11,2053847
2025-08-04,TCS,TCS.NS,2905.0,2972.87,2888.11,2968.04,2519252
2025-08-05,TCS,TCS.NS,2968.04,2971.04,2936.77,2957.91,1927996
2025-08-06,TCS,TCS.NS,2957.04,2960.71,2921.32,2927.4,1487081
2025-08-07,TCS,TCS.NS,2911.67,2946.03,2906.74,2941.59,2543076
2025-08-08,TCS,TCS.NS,2942.65,2953.95,2920.35,2931.36,2762140
2025-08-11,TCS,TCS.NS,2931.36,2944.39,2916.78,2935.61,1884215
2025-08-12,TCS,TCS.NS,2935.8,2989.28,2922.19,2930.39,3358232
2025-08-13,TCS,TCS.NS,2931.07,2939.08,2923.83,2931.17,2148166
2025-08-14,TCS,TCS.NS,2929.04,2950.18,2914.66,2917.75,3342174
2025-08-18,TCS,TCS.NS,2941.11,2943.52,2899.5,2907.03,2945609
2025-08-19,TCS,TCS.NS,2907.03,2920.35,2906.93,2911.86,2650784
2025-08-20,TCS,TCS.NS,2906.74,2996.04,2906.74,2991.41,4952358
2025-08-21,TCS,TCS.NS,3021.72,3021.72,2976.44,2995.27,3230726
2025-08-22,TCS,TCS.NS,2979.24,2988.61,2944.49,2948.35,1593791
2025-08-25,TCS,TCS.NS,2980.5,3042.96,2970.65,3031.95,3448370
2025-08-26,TCS,TCS.NS,3020.76,3052.61,3012.07,3047.98,5522097
2025-08-28,TCS,TCS.NS,3036.2,3037.65,2979.73,2986.68,3116051
2025-08-29,TCS,TCS.NS,2986.0,3007.24,2970.75,2977.99,2271789
2025-09-01,TCS,TCS.NS,2983.11,3022.78,2983.11,3004.92,1246862
2025-09-02,TCS,TCS.NS,3013.13,3045.86,2995.75,3003.86,2185229
2025-09-03,TCS,TCS.NS,3021.62,3033.21,2981.17,2990.35,1799774
2025-09-04,TCS,TCS.NS,3008.21,3010.14,2983.88,2988.61,1481391
2025-09-05,TCS,TCS.NS,2989.96,2996.04,2923.83,2942.85,2802055
2025-09-08,TCS,TCS.NS,2944.49,2958.87,2911.67,2914.56,2626187
2025-09-09,TCS,TCS.NS,2927.21,2954.14,2925.95,2943.91,2489301
2025-09-10,TCS,TCS.NS,2950.67,3014.67,2947.77,3002.41,2079428
2025-09-11,TCS,TCS.NS,3030.41,3030.41,3002.51,3016.12,2263446
2025-09-12,TCS,TCS.NS,3035.24,3039.77,3013.03,3025.0,1447167
2025-09-15,TCS,TCS.NS,3025.58,3025.58,2988.9,3004.25,1732539
2025-09-16,TCS,TCS.NS,3019.79,3041.03,3001.54,3036.88,2573429
2025-09-17,TCS,TCS.NS,3042.96,3072.31,3033.69,3063.04,2418271
2025-09-18,TCS,TCS.NS,3074.82,3092.2,3052.04,3066.81,2633138
2025-09-19,TCS,TCS.NS,3060.34,3070.47,3035.24,3059.57,4901694
2025-09-22,TCS,TCS.NS,2987.93,2999.42,2958.97,2967.47,3634901
2025-09-23,TCS,TCS.NS,2963.8,2974.13,2946.42,2956.46,3177741
2025-09-24,TCS,TCS.NS,2944.49,2951.25,2928.08,2930.39,1625714
2025-09-25,TCS,TCS.NS,2917.46,2924.79,2848.91,2855.09,4974361
2025-09-26,TCS,TCS.NS,2839.26,2852.58,2791.28,2798.81,3934636
2025-09-29,TCS,TCS.NS,2815.12,2827.96,2793.89,2795.91,3110035
2025-09-30,TCS,TCS.NS,2810.3,2814.45,2785.29,2788.48,2253458
2025-10-01,TCS,TCS.NS,2790.99,2823.62,2767.43,2813.39,1952902
2025-10-03,TCS,TCS.NS,2822.85,2822.85,2791.09,2801.51,2899519
2025-10-06,TCS,TCS.NS,2801.61,2890.04,2795.43,2885.02,2112774
2025-10-07,TCS,TCS.NS,2891.39,2900.56,2853.26,2870.83,3062943
2025-10-08,TCS,TCS.NS,2872.08,2937.73,2865.33,2922.48,4121889
2025-10-09,TCS,TCS.NS,2929.04,2959.94,2915.53,2955.78,3211304
2025-10-10,TCS,TCS.NS,2944.49,2963.8,2902.88,2923.54,8817365
2025-10-13,TCS,TCS.NS,2922.28,2930.49,2894.48,2903.17,2866865
2025-10-14,TCS,TCS.NS,2916.49,2922.48,2853.26,2857.89,3611416
2025-10-15,TCS,TCS.NS,2878.92,2887.35,2859.54,2877.76,4282226
2025-10-16,TCS,TCS.NS,2877.85,2882.8,2851.88,2878.63,3251495
2025-10-17,TCS,TCS.NS,2877.95,2896.17,2863.8,2870.39,4374683
2025-10-20,TCS,TCS.NS,2892.97,2929.31,2886.19,2921.75,3133039
2025-10-21,TCS,TCS.NS,2937.16,2937.84,2903.14,2913.51,310644
2025-10-23,TCS,TCS.NS,2960.32,3001.98,2942.0,2977.95,5564758
2025-10-24,TCS,TCS.NS,2984.54,2994.23,2963.51,2968.26,2684318
2025-10-27,TCS,TCS.NS,2971.46,2998.3,2965.35,2989.29,1946312
2025-10-28,TCS,TCS.NS,2980.67,2994.42,2945.97,2963.13,3470737
2025-10-29,TCS,TCS.NS,2963.13,2980.67,2951.69,2962.84,2895420
2025-10-30,TCS,TCS.NS,2954.6,2968.84,2938.8,2941.23,2241536
2025-10-31,TCS,TCS.NS,2940.94,2972.33,2931.34,2963.22,1868085
2025-11-03,TCS,TCS.NS,2952.47,2963.22,2916.71,2923.3,2194877
2025-11-04,TCS,TCS.NS,2926.01,2935.41,2883.76,2897.52,2670720
2025-11-06,TCS,TCS.NS,2897.43,2930.28,2897.33,2917.58,2542721
2025-11-07,TCS,TCS.NS,2907.99,2910.9,2868.74,2899.07,1830520
2025-11-10,TCS,TCS.NS,2900.24,2953.44,2899.27,2931.44,1556656
2025-11-11,TCS,TCS.NS,2950.63,2960.99,2924.46,2952.56,2806868
2025-11-12,TCS,TCS.NS,2965.16,3039.19,2962.35,3034.74,4460315
2025-11-13,TCS,TCS.NS,3034.74,3034.83,3005.86,3009.44,1740435
2025-11-14,TCS,TCS.NS,2994.23,3016.62,2981.92,3009.74,2210794
2025-11-17,TCS,TCS.NS,3009.74,3026.69,2990.94,3006.05,2232853
2025-11-18,TCS,TCS.NS,3005.86,3008.77,2982.6,2991.42,2548350
2025-11-19,TCS,TCS.NS,3001.01,3057.22,2987.93,3050.14,3151053
2025-11-20,TCS,TCS.NS,3050.43,3066.42,3040.84,3047.33,2700767
2025-11-21,TCS,TCS.NS,3047.33,3071.75,3038.03,3052.95,4177037
2025-11-24,TCS,TCS.NS,3060.12,3080.38,3033.96,3043.84,6703764
2025-11-25,TCS,TCS.NS,3047.82,3052.18,3018.46,3022.53,2737920
2025-11-26,TCS,TCS.NS,3022.14,3079.5,3020.39,3064.87,2508527
2025-11-27,TCS,TCS.NS,3081.44,3081.44,3028.15,3039.39,2836233
2025-11-28,TCS,TCS.NS,3042.68,3049.76,3028.15,3040.26,1616690
2025-12-01,TCS,TCS.NS,3040.65,3056.25,3025.43,3036.29,1747647
2025-12-02,TCS,TCS.NS,3033.96,3046.56,3023.69,3038.51,2512003
2025-12-03,TCS,TCS.NS,3042.68,3112.35,3041.71,3081.44,3952112
2025-12-04,TCS,TCS.NS,3095.01,3149.27,3088.61,3129.12,5025905
2025-12-05,TCS,TCS.NS,3129.89,3170.2,3122.53,3137.84,5244013
2025-12-08,TCS,TCS.NS,3142.49,3158.87,3109.16,3136.19,2544725
2025-12-09,TCS,TCS.NS,3129.89,3133.48,3082.6,3108.86,2734893
2025-12-10,TCS,TCS.NS,3125.05,3125.05,3079.6,3090.36,1386849
2025-12-11,TCS,TCS.NS,3105.67,3108.96,3055.38,3092.97,1914362
2025-12-12,TCS,TCS.NS,3098.59,3123.11,3086.97,3120.69,1146554
2025-12-15,TCS,TCS.NS,3111.58,3137.84,3098.21,3130.09,1562190
2025-12-16,TCS,TCS.NS,3120.2,3120.2,3092.2,3105.76,1734623
2025-12-17,TCS,TCS.NS,3101.31,3136.58,3101.31,3118.07,1376350
2025-12-18,TCS,TCS.NS,3127.95,3185.9,3121.17,3179.12,2307422
2025-12-19,TCS,TCS.NS,3196.75,3215.07,3177.18,3180.28,3902511
2025-12-22,TCS,TCS.NS,3207.41,3225.44,3189.0,3221.85,2632816
2025-12-23,TCS,TCS.NS,3217.01,3217.01,3191.42,3207.41,2365420
2025-12-24,TCS,TCS.NS,3201.7,3223.98,3193.94,3216.13,1367708
2025-12-26,TCS,TCS.NS,3210.42,3217.1,3170.4,3178.34,1176664
2025-12-29,TCS,TCS.NS,3178.34,3186.09,3142.39,3150.73,2079473
2025-12-30,TCS,TCS.NS,3149.27,3166.23,3139.1,3146.17,2807593
2025-12-31,TCS,TCS.NS,3139.58,3145.4,3099.37,3106.83,3362634
2026-01-01,TCS,TCS.NS,3115.36,3133.87,3099.08,3127.37,1255735
2026-01-02,TCS,TCS.NS,3133.77,3153.44,3119.72,3149.95,1184324
2026-01-05,TCS,TCS.NS,3140.07,3146.37,3092.1,3116.42,2341703
2026-01-06,TCS,TCS.NS,3110.51,3162.06,3105.67,3154.89,2912325
2026-01-07,TCS,TCS.NS,3142.39,3198.3,3123.3,3193.46,1989442
2026-01-08,TCS,TCS.NS,3185.03,3185.03,3083.38,3104.6,4159336
2026-01-09,TCS,TCS.NS,3092.1,3129.6,3092.1,3108.38,1938673
2026-01-12,TCS,TCS.NS,3103.73,3151.21,3075.92,3139.19,2228342
2026-01-13,TCS,TCS.NS,3144.43,3178.34,3111.0,3166.71,5645341
2026-01-14,TCS,TCS.NS,3158.96,3158.96,3084.35,3093.55,3539511
2026-01-15,TCS,TCS.NS,3093.55,3093.55,3093.55,3093.55,0
2026-01-16,TCS,TCS.NS,3176.33,3178.8,3128.58,3163.8,4293470
2026-01-19,TCS,TCS.NS,3145.35,3176.92,3109.93,3121.28,3387562
2026-01-20,TCS,TCS.NS,3109.44,3117.73,3049.75,3060.8,4499273
2026-01-21,TCS,TCS.NS,3058.53,3096.51,3040.77,3080.83,2015150
2026-01-22,TCS,TCS.NS,3107.86,3117.73,3080.53,3108.25,2269827
2026-01-23,TCS,TCS.NS,3147.62,3151.77,3109.83,3120.19,2068857
2026-01-27,TCS,TCS.NS,3132.53,3132.53,3088.13,3115.75,4279874
2026-01-28,TCS,TCS.NS,3133.51,3162.32,3128.18,3157.29,2751234
2026-01-29,TCS,TCS.NS,3157.29,3157.29,3083.79,3102.34,2457641
2026-01-30,TCS,TCS.NS,3098.98,3098.98,3050.64,3082.11,3022068
2026-02-02,TCS,TCS.NS,3155.22,3155.22,3092.07,3127.2,2636272
2026-02-03,TCS,TCS.NS,3305.18,3305.18,3143.67,3182.15,4366060
2026-02-04,TCS,TCS.NS,3078.26,3078.26,2946.05,2958.98,10852595
2026-02-05,TCS,TCS.NS,2950.0,2989.17,2932.54,2951.48,3521545
2026-02-06,TCS,TCS.NS,2936.78,2945.07,2876.99,2902.25,4687389
2026-02-09,TCS,TCS.NS,2919.51,2937.17,2898.2,2908.76,2380318
2026-02-10,TCS,TCS.NS,2910.34,2971.31,2904.12,2944.67,3547763
2026-02-11,TCS,TCS.NS,2940.13,2957.89,2865.35,2870.87,3363513
2026-02-12,TCS,TCS.NS,2831.41,2841.47,2703.35,2713.31,10612156
2026-02-13,TCS,TCS.NS,2550.42,2676.71,2550.42,2656.18,11168735
2026-02-16,TCS,TCS.NS,2663.88,2683.42,2635.27,2670.39,2918730
2026-02-17,TCS,TCS.NS,2679.67,2723.08,2659.14,2681.05,4209118
2026-02-18,TCS,TCS.NS,2693.48,2693.48,2621.75,2658.85,2950820
2026-02-19,TCS,TCS.NS,2671.77,2711.93,2630.93,2642.08,3238849
2026-02-20,TCS,TCS.NS,2631.32,2666.45,2612.08,2650.26,2293482
2026-02-23,TCS,TCS.NS,2650.07,2667.83,2624.61,2640.5,4699596
2026-02-24,TCS,TCS.NS,2605.67,2612.08,2527.04,2539.27,7798833
2026-02-25,TCS,TCS.NS,2561.27,2618.69,2560.29,2594.13,3621285
2026-02-26,TCS,TCS.NS,2614.55,2635.27,2599.75,2612.28,3464267
2026-02-27,TCS,TCS.NS,2645.73,2652.63,2590.97,2602.12,5083717
2026-03-02,TCS,TCS.NS,2557.32,2588.7,2545.78,2578.54,3374385
2026-03-04,TCS,TCS.NS,2589.88,2599.75,2545.88,2553.18,3446434
2026-03-05,TCS,TCS.NS,2565.22,2574.59,2512.34,2544.3,2960636
2026-03-06,TCS,TCS.NS,2537.59,2584.16,2519.44,2523.39,3998643
2026-03-09,TCS,TCS.NS,2496.15,2525.75,2471.49,2493.59,3653428
2026-03-10,TCS,TCS.NS,2507.01,2511.15,2456.79,2479.48,4323710
2026-03-11,TCS,TCS.NS,2474.55,2487.27,2427.19,2431.93,2720664
2026-03-12,TCS,TCS.NS,2426.89,2439.82,2403.41,2409.73,2752075
2026-03-13,TCS,TCS.NS,2404.4,2413.18,2364.93,2378.25,2466488
2026-03-16,TCS,TCS.NS,2377.76,2392.56,2334.45,2376.97,3807907
2026-03-17,TCS,TCS.NS,2387.63,2387.63,2328.43,2359.7,2993367
2026-03-18,TCS,TCS.NS,2377.76,2449.68,2377.76,2408.15,3082388
2026-03-19,TCS,TCS.NS,2384.67,2391.57,2318.76,2324.48,2757060
2026-03-20,TCS,TCS.NS,2354.08,2375.59,2332.57,2358.62,4206320
2026-03-23,TCS,TCS.NS,2333.36,2374.6,2316.59,2351.91,3860515
2026-03-24,TCS,TCS.NS,2371.94,2402.82,2347.27,2366.71,3420182
2026-03-25,TCS,TCS.NS,2368.78,2389.2,2338.1,2345.6,5843778
2026-03-27,TCS,TCS.NS,2371.74,2389.7,2353.09,2357.83,4979411
2026-03-30,TCS,TCS.NS,2343.33,2365.92,2314.81,2327.34,6804756
2026-04-01,TCS,TCS.NS,2396.51,2438.93,2365.82,2375.98,4132661
2026-04-02,TCS,TCS.NS,2354.08,2436.86,2343.92,2417.92,5378361
2026-04-06,TCS,TCS.NS,2440.9,2448.8,2415.45,2440.8,2572417
2026-04-07,TCS,TCS.NS,2428.08,2509.87,2415.25,2505.82,4516550
2026-04-08,TCS,TCS.NS,2537.59,2545.78,2506.12,2524.96,4769337
2026-04-09,TCS,TCS.NS,2519.83,2570.15,2497.24,2554.37,5628261
2026-04-10,TCS,TCS.NS,2531.48,2531.48,2467.64,2490.53,10480239
2026-04-13,TCS,TCS.NS,2456.59,2471.39,2436.96,2439.52,3739587
2026-04-15,TCS,TCS.NS,2468.43,2524.77,2460.04,2520.72,5261384
2026-04-16,TCS,TCS.NS,2537.59,2559.3,2523.78,2542.43,3905403
2026-04-17,TCS,TCS.NS,2535.62,2554.37,2521.71,2546.97,2718206
2026-04-20,TCS,TCS.NS,2552.49,2559.3,2526.94,2545.09,2288558
2026-04-21,TCS,TCS.NS,2525.75,2579.03,2525.75,2575.58,2719959
2026-04-22,TCS,TCS.NS,2545.49,2545.49,2470.11,2504.54,5232045
2026-04-23,TCS,TCS.NS,2495.17,2525.26,2482.64,2488.06,2509050
2026-04-24,TCS,TCS.NS,2454.72,2471.49,2356.84,2364.83,5107719
2026-04-27,TCS,TCS.NS,2364.83,2426.1,2364.83,2414.86,5853425
2026-04-28,TCS,TCS.NS,2411.31,2453.73,2394.93,2412.0,4508363
2026-04-29,TCS,TCS.NS,2418.21,2454.62,2414.86,2441.59,2835961
2026-04-30,TCS,TCS.NS,2445.84,2457.68,2405.39,2440.8,3970446
2026-05-01,TCS,TCS.NS,2440.8,2440.8,2440.8,2440.8,0
2026-05-04,TCS,TCS.NS,2460.64,2464.88,2392.56,2398.77,2632358
2026-05-05,TCS,TCS.NS,2397.49,2427.49,2379.93,2394.83,3385720
2026-05-06,TCS,TCS.NS,2409.23,2437.94,2374.31,2402.82,3147628
2026-05-07,TCS,TCS.NS,2405.58,2407.06,2365.92,2369.27,5829594
2026-05-08,TCS,TCS.NS,2365.92,2374.8,2343.33,2362.37,3792199
2026-05-11,TCS,TCS.NS,2339.28,2382.69,2339.28,2360.89,1975188
2026-05-12,TCS,TCS.NS,2343.23,2343.23,2252.46,2269.53,6347884
2026-05-13,TCS,TCS.NS,2275.15,2278.31,2238.65,2242.4,3171843
2026-05-14,TCS,TCS.NS,2234.7,2234.7,2176.88,2215.95,5633313
2026-05-15,TCS,TCS.NS,2221.87,2274.07,2221.87,2233.71,3410637
2026-05-18,TCS,TCS.NS,2233.71,2262.23,2222.07,2252.66,3773336
2026-05-19,TCS,TCS.NS,2269.23,2345.79,2266.37,2295.97,10394707
2026-05-20,TCS,TCS.NS,2292.81,2310.67,2286.79,2296.26,2537422
2026-05-21,TCS,TCS.NS,2299.82,2304.65,2283.04,2296.07,3299087
2026-05-22,TCS,TCS.NS,2299.92,2308.7,2277.22,2286.3,2617262
2026-05-25,TCS,TCS.NS,2325.0,2326.1,2293.0,2308.2,3298364
2026-05-26,TCS,TCS.NS,2308.2,2327.9,2272.4,2276.2,3587597
2026-05-27,TCS,TCS.NS,2275.0,2295.6,2260.9,2284.2,2653950
2026-05-28,TCS,TCS.NS,2284.2,2284.2,2284.2,2284.2,0
2026-05-29,TCS,TCS.NS,2291.0,2334.0,2235.0,2258.9,16331582
2026-06-01,TCS,TCS.NS,2284.0,2335.0,2280.0,2297.4,7505095
2026-06-02,TCS,TCS.NS,2320.0,2457.4,2316.2,2446.9,11306127
2026-06-03,TCS,TCS.NS,2393.0,2393.0,2224.8,2241.7,15660062
2026-06-04,TCS,TCS.NS,2241.7,2253.1,2216.6,2241.0,4867263
2026-06-05,TCS,TCS.NS,2262.9,2271.8,2192.0,2198.9,5019717
2026-06-08,TCS,TCS.NS,2170.0,2177.0,2143.3,2151.4,6536734
2026-06-09,TCS,TCS.NS,2174.0,2174.0,2132.8,2151.0,4148655
2026-06-10,TCS,TCS.NS,2151.3,2180.8,2144.8,2153.9,2848650
2026-06-11,TCS,TCS.NS,2127.0,2154.6,2110.0,2135.6,3079815
2026-06-12,TCS,TCS.NS,2150.0,2168.0,2138.0,2161.4,2124656
2026-06-15,TCS,TCS.NS,2192.0,2192.0,2159.3,2162.0,3337083
2026-06-16,TCS,TCS.NS,2167.0,2209.0,2160.6,2199.0,3079898
2026-06-17,TCS,TCS.NS,2209.0,2231.0,2200.7,2223.0,2865010
2026-06-18,TCS,TCS.NS,2209.0,2214.0,2182.0,2203.3,3735188
2026-06-19,TCS,TCS.NS,2105.0,2138.0,2059.9,2125.0,13286502
2026-06-22,TCS,TCS.NS,2132.2,2157.0,2121.0,2127.8,4566101
2026-06-23,TCS,TCS.NS,2111.0,2114.0,2055.0,2059.6,6392736
2026-06-24,TCS,TCS.NS,2061.0,2120.7,2061.0,2109.0,4747277
2023-06-26,Infosys,INFY.NS,1155.63,1159.04,1148.35,1155.72,3403244
2023-06-27,Infosys,INFY.NS,1164.5,1166.32,1159.23,1163.73,3240024
2023-06-28,Infosys,INFY.NS,1173.6,1179.7,1165.78,1176.65,5662358
2023-06-30,Infosys,INFY.NS,1190.16,1218.09,1186.75,1214.99,12821692
